restaurant_name,category,halal_status,rating,location_area,yr_quarter,order_count,total_revenue,avg_order_value
"Smokehouse Grill Lab","Western Grill",NON_HALAL,4.6,"Desa ParkCity",2018-Q2,4,510.65,127.66
"Smokehouse Grill Lab","Western Grill",NON_HALAL,4.6,"Desa ParkCity",2018-Q3,2,272.05,136.03
"Smokehouse Grill Lab","Western Grill",NON_HALAL,4.6,"Desa ParkCity",2018-Q4,1,176.89,176.89
"Smokehouse Grill Lab","Western Grill",NON_HALAL,4.6,"Desa ParkCity",2019-Q1,6,779.35,129.89
"Smokehouse Grill Lab","Western Grill",NON_HALAL,4.6,"Desa ParkCity",2019-Q2,1,176.89,176.89
"Smokehouse Grill Lab","Western Grill",NON_HALAL,4.6,"Desa ParkCity",2019-Q3,2,269.65,134.83
"Smokehouse Grill Lab","Western Grill",NON_HALAL,4.6,"Desa ParkCity",2019-Q4,6,833.68,138.95
"Smokehouse Grill Lab","Western Grill",NON_HALAL,4.6,"Desa ParkCity",2020-Q1,2,310.37,155.19
"Smokehouse Grill Lab","Western Grill",NON_HALAL,4.6,"Desa ParkCity",2020-Q2,5,689.08,137.82
"Smokehouse Grill Lab","Western Grill",NON_HALAL,4.6,"Desa ParkCity",2020-Q3,2,299.43,149.72
"Smokehouse Grill Lab","Western Grill",NON_HALAL,4.6,"Desa ParkCity",2020-Q4,7,955.31,136.47
"Smokehouse Grill Lab","Western Grill",NON_HALAL,4.6,"Desa ParkCity",2021-Q1,3,446.74,148.91
"Smokehouse Grill Lab","Western Grill",NON_HALAL,4.6,"Desa ParkCity",2021-Q2,6,877.81,146.3
"Smokehouse Grill Lab","Western Grill",NON_HALAL,4.6,"Desa ParkCity",2021-Q3,6,752.47,125.41
"Smokehouse Grill Lab","Western Grill",NON_HALAL,4.6,"Desa ParkCity",2021-Q4,3,388.22,129.41
"Smokehouse Grill Lab","Western Grill",NON_HALAL,4.6,"Desa ParkCity",2022-Q1,7,902.63,128.95
"Smokehouse Grill Lab","Western Grill",NON_HALAL,4.6,"Desa ParkCity",2022-Q2,7,910.88,130.13
"Smokehouse Grill Lab","Western Grill",NON_HALAL,4.6,"Desa ParkCity",2022-Q3,3,406.68,135.56
"Smokehouse Grill Lab","Western Grill",NON_HALAL,4.6,"Desa ParkCity",2022-Q4,7,899.39,128.48
"Smokehouse Grill Lab","Western Grill",NON_HALAL,4.6,"Desa ParkCity",2023-Q1,7,806.14,115.16
"Smokehouse Grill Lab","Western Grill",NON_HALAL,4.6,"Desa ParkCity",2023-Q2,8,950.3,118.79
"Smokehouse Grill Lab","Western Grill",NON_HALAL,4.6,"Desa ParkCity",2023-Q3,6,769.81,128.3
"Smokehouse Grill Lab","Western Grill",NON_HALAL,4.6,"Desa ParkCity",2023-Q4,9,916.99,101.89
"Smokehouse Grill Lab","Western Grill",NON_HALAL,4.6,"Desa ParkCity",2024-Q1,3,261.03,87.01
"Smokehouse Grill Lab","Western Grill",NON_HALAL,4.6,"Desa ParkCity",2024-Q2,8,956.81,119.6
"Smokehouse Grill Lab","Western Grill",NON_HALAL,4.6,"Desa ParkCity",2024-Q3,8,683.64,85.46
"Smokehouse Grill Lab","Western Grill",NON_HALAL,4.6,"Desa ParkCity",2024-Q4,8,836.87,104.61
"Smokehouse Grill Lab","Western Grill",NON_HALAL,4.6,"Desa ParkCity",2025-Q1,9,856.14,95.13
"Smokehouse Grill Lab","Western Grill",NON_HALAL,4.6,"Desa ParkCity",2025-Q2,7,560.39,80.06
"Smokehouse Grill Lab","Western Grill",NON_HALAL,4.6,"Desa ParkCity",2025-Q3,13,1717.95,132.15
"Smokehouse Grill Lab","Western Grill",NON_HALAL,4.6,"Desa ParkCity",2025-Q4,8,998.07,124.76
"Smokehouse Grill Lab","Western Grill",NON_HALAL,4.6,"Desa ParkCity",2026-Q1,9,1275.74,141.75
"Smokehouse Grill Lab","Western Grill",NON_HALAL,4.6,"Desa ParkCity",2026-Q2,9,1143.45,127.05
"Smokehouse Grill Lab","Western Grill",NON_HALAL,4.6,"Desa ParkCity",2026-Q3,1,88.15,88.15
"Spice Tiffin House","Indian Cuisine",HALAL,3.6,"Kajang",2016-Q4,1,128.2,128.2
"Spice Tiffin House","Indian Cuisine",HALAL,3.6,"Kajang",2017-Q2,1,113.2,113.2
"Spice Tiffin House","Indian Cuisine",HALAL,3.6,"Kajang",2017-Q3,5,712.47,142.49
"Spice Tiffin House","Indian Cuisine",HALAL,3.6,"Kajang",2017-Q4,1,114.7,114.7
"Spice Tiffin House","Indian Cuisine",HALAL,3.6,"Kajang",2018-Q1,1,142.9,142.9
"Spice Tiffin House","Indian Cuisine",HALAL,3.6,"Kajang",2018-Q2,1,136.1,136.1
"Spice Tiffin House","Indian Cuisine",HALAL,3.6,"Kajang",2018-Q3,5,824.46,164.89
"Spice Tiffin House","Indian Cuisine",HALAL,3.6,"Kajang",2018-Q4,2,285.2,142.6
"Spice Tiffin House","Indian Cuisine",HALAL,3.6,"Kajang",2019-Q1,1,181.4,181.4
"Spice Tiffin House","Indian Cuisine",HALAL,3.6,"Kajang",2019-Q2,6,866.61,144.44
"Spice Tiffin House","Indian Cuisine",HALAL,3.6,"Kajang",2019-Q3,2,336,168
"Spice Tiffin House","Indian Cuisine",HALAL,3.6,"Kajang",2019-Q4,2,316,158
"Spice Tiffin House","Indian Cuisine",HALAL,3.6,"Kajang",2020-Q1,6,958.92,159.82
"Spice Tiffin House","Indian Cuisine",HALAL,3.6,"Kajang",2020-Q2,2,218.1,109.05
"Spice Tiffin House","Indian Cuisine",HALAL,3.6,"Kajang",2020-Q3,6,1040.7,173.45
"Spice Tiffin House","Indian Cuisine",HALAL,3.6,"Kajang",2020-Q4,7,1026.12,146.59
"Spice Tiffin House","Indian Cuisine",HALAL,3.6,"Kajang",2021-Q1,2,218.9,109.45
"Spice Tiffin House","Indian Cuisine",HALAL,3.6,"Kajang",2021-Q2,7,1150.9,164.41
"Spice Tiffin House","Indian Cuisine",HALAL,3.6,"Kajang",2021-Q3,2,261.3,130.65
"Spice Tiffin House","Indian Cuisine",HALAL,3.6,"Kajang",2021-Q4,7,1209.5,172.79
"Spice Tiffin House","Indian Cuisine",HALAL,3.6,"Kajang",2022-Q1,7,1070.48,152.93
"Spice Tiffin House","Indian Cuisine",HALAL,3.6,"Kajang",2022-Q2,4,532.2,133.05
"Spice Tiffin House","Indian Cuisine",HALAL,3.6,"Kajang",2022-Q3,7,1185.8,169.4
"Spice Tiffin House","Indian Cuisine",HALAL,3.6,"Kajang",2022-Q4,8,1277.9,159.74
"Spice Tiffin House","Indian Cuisine",HALAL,3.6,"Kajang",2023-Q1,7,793.5,113.36
"Spice Tiffin House","Indian Cuisine",HALAL,3.6,"Kajang",2023-Q2,8,1157.88,144.74
"Spice Tiffin House","Indian Cuisine",HALAL,3.6,"Kajang",2023-Q3,3,314.2,104.73
"Spice Tiffin House","Indian Cuisine",HALAL,3.6,"Kajang",2023-Q4,8,865.09,108.14
"Spice Tiffin House","Indian Cuisine",HALAL,3.6,"Kajang",2024-Q1,8,1122.8,140.35
"Spice Tiffin House","Indian Cuisine",HALAL,3.6,"Kajang",2024-Q2,8,744.32,93.04
"Spice Tiffin House","Indian Cuisine",HALAL,3.6,"Kajang",2024-Q3,9,959.4,106.6
"Spice Tiffin House","Indian Cuisine",HALAL,3.6,"Kajang",2024-Q4,8,895.21,111.9
"Spice Tiffin House","Indian Cuisine",HALAL,3.6,"Kajang",2025-Q1,9,1079.22,119.91
"Spice Tiffin House","Indian Cuisine",HALAL,3.6,"Kajang",2025-Q2,8,786.9,98.36
"Spice Tiffin House","Indian Cuisine",HALAL,3.6,"Kajang",2025-Q3,9,918.26,102.03
"Spice Tiffin House","Indian Cuisine",HALAL,3.6,"Kajang",2025-Q4,9,1193.3,132.59
"Spice Tiffin House","Indian Cuisine",HALAL,3.6,"Kajang",2026-Q1,9,958.8,106.53
"Spice Tiffin House","Indian Cuisine",HALAL,3.6,"Kajang",2026-Q2,13,1594.19,122.63
"Spice Tiffin House","Indian Cuisine",HALAL,3.6,"Kajang",2026-Q3,1,58.3,58.3
"Sweet Crumbs Cafe","Dessert Cafe",HALAL,4,"KLCC",2016-Q3,1,99.6,99.6
"Sweet Crumbs Cafe","Dessert Cafe",HALAL,4,"KLCC",2017-Q1,4,366.6,91.65
"Sweet Crumbs Cafe","Dessert Cafe",HALAL,4,"KLCC",2017-Q3,1,45.7,45.7
"Sweet Crumbs Cafe","Dessert Cafe",HALAL,4,"KLCC",2017-Q4,1,15.5,15.5
"Sweet Crumbs Cafe","Dessert Cafe",HALAL,4,"KLCC",2018-Q1,1,70.9,70.9
"Sweet Crumbs Cafe","Dessert Cafe",HALAL,4,"KLCC",2018-Q2,4,409.6,102.4
"Sweet Crumbs Cafe","Dessert Cafe",HALAL,4,"KLCC",2018-Q3,2,77.6,38.8
"Sweet Crumbs Cafe","Dessert Cafe",HALAL,4,"KLCC",2018-Q4,1,40.3,40.3
"Sweet Crumbs Cafe","Dessert Cafe",HALAL,4,"KLCC",2019-Q1,4,260.35,65.09
"Sweet Crumbs Cafe","Dessert Cafe",HALAL,4,"KLCC",2019-Q2,1,40.3,40.3
"Sweet Crumbs Cafe","Dessert Cafe",HALAL,4,"KLCC",2019-Q3,2,77.6,38.8
"Sweet Crumbs Cafe","Dessert Cafe",HALAL,4,"KLCC",2019-Q4,5,357.5,71.5
"Sweet Crumbs Cafe","Dessert Cafe",HALAL,4,"KLCC",2020-Q1,2,117,58.5
"Sweet Crumbs Cafe","Dessert Cafe",HALAL,4,"KLCC",2020-Q2,5,369.6,73.92
"Sweet Crumbs Cafe","Dessert Cafe",HALAL,4,"KLCC",2020-Q3,3,130.2,43.4
"Sweet Crumbs Cafe","Dessert Cafe",HALAL,4,"KLCC",2020-Q4,4,213.97,53.49
"Sweet Crumbs Cafe","Dessert Cafe",HALAL,4,"KLCC",2021-Q1,2,100.6,50.3
"Sweet Crumbs Cafe","Dessert Cafe",HALAL,4,"KLCC",2021-Q2,6,447.9,74.65
"Sweet Crumbs Cafe","Dessert Cafe",HALAL,4,"KLCC",2021-Q3,6,447.9,74.65
"Sweet Crumbs Cafe","Dessert Cafe",HALAL,4,"KLCC",2021-Q4,3,120.7,40.23
"Sweet Crumbs Cafe","Dessert Cafe",HALAL,4,"KLCC",2022-Q1,5,315.11,63.02
"Sweet Crumbs Cafe","Dessert Cafe",HALAL,4,"KLCC",2022-Q2,6,401,66.83
"Sweet Crumbs Cafe","Dessert Cafe",HALAL,4,"KLCC",2022-Q3,3,137.5,45.83
"Sweet Crumbs Cafe","Dessert Cafe",HALAL,4,"KLCC",2022-Q4,6,440.2,73.37
"Sweet Crumbs Cafe","Dessert Cafe",HALAL,4,"KLCC",2023-Q1,6,306.58,51.1
"Sweet Crumbs Cafe","Dessert Cafe",HALAL,4,"KLCC",2023-Q2,7,610.6,87.23
"Sweet Crumbs Cafe","Dessert Cafe",HALAL,4,"KLCC",2023-Q3,7,404.2,57.74
"Sweet Crumbs Cafe","Dessert Cafe",HALAL,4,"KLCC",2023-Q4,5,340.81,68.16
"Sweet Crumbs Cafe","Dessert Cafe",HALAL,4,"KLCC",2024-Q1,5,270.9,54.18
"Sweet Crumbs Cafe","Dessert Cafe",HALAL,4,"KLCC",2024-Q2,7,552.3,78.9
"Sweet Crumbs Cafe","Dessert Cafe",HALAL,4,"KLCC",2024-Q3,7,468.9,66.99
"Sweet Crumbs Cafe","Dessert Cafe",HALAL,4,"KLCC",2024-Q4,6,476.51,79.42
"Sweet Crumbs Cafe","Dessert Cafe",HALAL,4,"KLCC",2025-Q1,8,553.9,69.24
"Sweet Crumbs Cafe","Dessert Cafe",HALAL,4,"KLCC",2025-Q2,7,570.8,81.54
"Sweet Crumbs Cafe","Dessert Cafe",HALAL,4,"KLCC",2025-Q3,8,588.63,73.58
"Sweet Crumbs Cafe","Dessert Cafe",HALAL,4,"KLCC",2025-Q4,10,645.5,64.55
"Sweet Crumbs Cafe","Dessert Cafe",HALAL,4,"KLCC",2026-Q1,7,548.54,78.36
"Sweet Crumbs Cafe","Dessert Cafe",HALAL,4,"KLCC",2026-Q2,9,648.3,72.03
"Teh Tarik & Beans Co","Beverage House",HALAL,3.9,"Serdang",2016-Q4,1,88.7,88.7
"Teh Tarik & Beans Co","Beverage House",HALAL,3.9,"Serdang",2017-Q2,1,67.3,67.3
"Teh Tarik & Beans Co","Beverage House",HALAL,3.9,"Serdang",2017-Q3,1,76.1,76.1
"Teh Tarik & Beans Co","Beverage House",HALAL,3.9,"Serdang",2018-Q1,4,344.8,86.2
"Teh Tarik & Beans Co","Beverage House",HALAL,3.9,"Serdang",2018-Q2,1,76.1,76.1
"Teh Tarik & Beans Co","Beverage House",HALAL,3.9,"Serdang",2018-Q3,1,83.3,83.3
"Teh Tarik & Beans Co","Beverage House",HALAL,3.9,"Serdang",2018-Q4,3,256.6,85.53
"Teh Tarik & Beans Co","Beverage House",HALAL,3.9,"Serdang",2019-Q1,2,159.4,79.7
"Teh Tarik & Beans Co","Beverage House",HALAL,3.9,"Serdang",2019-Q2,2,143.4,71.7
"Teh Tarik & Beans Co","Beverage House",HALAL,3.9,"Serdang",2019-Q3,4,314.2,78.55
"Teh Tarik & Beans Co","Beverage House",HALAL,3.9,"Serdang",2019-Q4,1,76.1,76.1
"Teh Tarik & Beans Co","Beverage House",HALAL,3.9,"Serdang",2020-Q1,4,337.3,84.33
"Teh Tarik & Beans Co","Beverage House",HALAL,3.9,"Serdang",2020-Q2,3,224.9,74.97
"Teh Tarik & Beans Co","Beverage House",HALAL,3.9,"Serdang",2020-Q3,4,313.2,78.3
"Teh Tarik & Beans Co","Beverage House",HALAL,3.9,"Serdang",2020-Q4,2,145.2,72.6
"Teh Tarik & Beans Co","Beverage House",HALAL,3.9,"Serdang",2021-Q1,5,403.2,80.64
"Teh Tarik & Beans Co","Beverage House",HALAL,3.9,"Serdang",2021-Q2,2,148.8,74.4
"Teh Tarik & Beans Co","Beverage House",HALAL,3.9,"Serdang",2021-Q3,5,386.9,77.38
"Teh Tarik & Beans Co","Beverage House",HALAL,3.9,"Serdang",2021-Q4,5,386.2,77.24
"Teh Tarik & Beans Co","Beverage House",HALAL,3.9,"Serdang",2022-Q1,3,201.9,67.3
"Teh Tarik & Beans Co","Beverage House",HALAL,3.9,"Serdang",2022-Q2,5,369.1,73.82
"Teh Tarik & Beans Co","Beverage House",HALAL,3.9,"Serdang",2022-Q3,6,438.1,73.02
"Teh Tarik & Beans Co","Beverage House",HALAL,3.9,"Serdang",2022-Q4,5,386.7,77.34
"Teh Tarik & Beans Co","Beverage House",HALAL,3.9,"Serdang",2023-Q1,3,503.6,167.87
"Teh Tarik & Beans Co","Beverage House",HALAL,3.9,"Serdang",2023-Q2,6,614.2,102.37
"Teh Tarik & Beans Co","Beverage House",HALAL,3.9,"Serdang",2023-Q3,6,651.4,108.57
"Teh Tarik & Beans Co","Beverage House",HALAL,3.9,"Serdang",2023-Q4,6,873.7,145.62
"Teh Tarik & Beans Co","Beverage House",HALAL,3.9,"Serdang",2024-Q1,6,726.1,121.02
"Teh Tarik & Beans Co","Beverage House",HALAL,3.9,"Serdang",2024-Q2,6,717.3,119.55
"Teh Tarik & Beans Co","Beverage House",HALAL,3.9,"Serdang",2024-Q3,6,819.6,136.6
"Teh Tarik & Beans Co","Beverage House",HALAL,3.9,"Serdang",2024-Q4,7,793.6,113.37
"Teh Tarik & Beans Co","Beverage House",HALAL,3.9,"Serdang",2025-Q1,6,755.4,125.9
"Teh Tarik & Beans Co","Beverage House",HALAL,3.9,"Serdang",2025-Q2,7,797.9,113.99
"Teh Tarik & Beans Co","Beverage House",HALAL,3.9,"Serdang",2025-Q3,6,717,119.5
"Teh Tarik & Beans Co","Beverage House",HALAL,3.9,"Serdang",2025-Q4,8,848.5,106.06
"Teh Tarik & Beans Co","Beverage House",HALAL,3.9,"Serdang",2026-Q1,7,932.9,133.27
"Teh Tarik & Beans Co","Beverage House",HALAL,3.9,"Serdang",2026-Q2,6,771.7,128.62
"Teh Tarik & Beans Co","Beverage House",HALAL,3.9,"Serdang",2026-Q3,4,488.4,122.1
"Tokyo Bento Lane","Japanese Bento",NON_HALAL,3.7,"Johor Bahru",2016-Q4,1,100.8,100.8
"Tokyo Bento Lane","Japanese Bento",NON_HALAL,3.7,"Johor Bahru",2017-Q2,1,225.8,225.8
"Tokyo Bento Lane","Japanese Bento",NON_HALAL,3.7,"Johor Bahru",2017-Q3,1,220.1,220.1
"Tokyo Bento Lane","Japanese Bento",NON_HALAL,3.7,"Johor Bahru",2017-Q4,4,629.66,157.42
"Tokyo Bento Lane","Japanese Bento",NON_HALAL,3.7,"Johor Bahru",2018-Q1,1,190.7,190.7
"Tokyo Bento Lane","Japanese Bento",NON_HALAL,3.7,"Johor Bahru",2018-Q2,1,182.9,182.9
"Tokyo Bento Lane","Japanese Bento",NON_HALAL,3.7,"Johor Bahru",2018-Q3,1,173.7,173.7
"Tokyo Bento Lane","Japanese Bento",NON_HALAL,3.7,"Johor Bahru",2018-Q4,5,837.84,167.57
"Tokyo Bento Lane","Japanese Bento",NON_HALAL,3.7,"Johor Bahru",2019-Q1,1,173.7,173.7
"Tokyo Bento Lane","Japanese Bento",NON_HALAL,3.7,"Johor Bahru",2019-Q2,5,868.92,173.78
"Tokyo Bento Lane","Japanese Bento",NON_HALAL,3.7,"Johor Bahru",2019-Q3,2,399.8,199.9
"Tokyo Bento Lane","Japanese Bento",NON_HALAL,3.7,"Johor Bahru",2019-Q4,2,348.3,174.15
"Tokyo Bento Lane","Japanese Bento",NON_HALAL,3.7,"Johor Bahru",2020-Q1,5,931.38,186.28
"Tokyo Bento Lane","Japanese Bento",NON_HALAL,3.7,"Johor Bahru",2020-Q2,2,385.1,192.55
"Tokyo Bento Lane","Japanese Bento",NON_HALAL,3.7,"Johor Bahru",2020-Q3,5,793.9,158.78
"Tokyo Bento Lane","Japanese Bento",NON_HALAL,3.7,"Johor Bahru",2020-Q4,3,583.9,194.63
"Tokyo Bento Lane","Japanese Bento",NON_HALAL,3.7,"Johor Bahru",2021-Q1,5,877.76,175.55
"Tokyo Bento Lane","Japanese Bento",NON_HALAL,3.7,"Johor Bahru",2021-Q2,6,1112.1,185.35
"Tokyo Bento Lane","Japanese Bento",NON_HALAL,3.7,"Johor Bahru",2021-Q3,2,418.7,209.35
"Tokyo Bento Lane","Japanese Bento",NON_HALAL,3.7,"Johor Bahru",2021-Q4,6,1095.94,182.66
"Tokyo Bento Lane","Japanese Bento",NON_HALAL,3.7,"Johor Bahru",2022-Q1,6,1109.66,184.94
"Tokyo Bento Lane","Japanese Bento",NON_HALAL,3.7,"Johor Bahru",2022-Q2,3,638.3,212.77
"Tokyo Bento Lane","Japanese Bento",NON_HALAL,3.7,"Johor Bahru",2022-Q3,7,1344.29,192.04
"Tokyo Bento Lane","Japanese Bento",NON_HALAL,3.7,"Johor Bahru",2022-Q4,7,1259.46,179.92
"Tokyo Bento Lane","Japanese Bento",NON_HALAL,3.7,"Johor Bahru",2023-Q1,6,708.98,118.16
"Tokyo Bento Lane","Japanese Bento",NON_HALAL,3.7,"Johor Bahru",2023-Q2,3,369.5,123.17
"Tokyo Bento Lane","Japanese Bento",NON_HALAL,3.7,"Johor Bahru",2023-Q3,7,1130.78,161.54
"Tokyo Bento Lane","Japanese Bento",NON_HALAL,3.7,"Johor Bahru",2023-Q4,7,789.78,112.83
"Tokyo Bento Lane","Japanese Bento",NON_HALAL,3.7,"Johor Bahru",2024-Q1,7,950.91,135.84
"Tokyo Bento Lane","Japanese Bento",NON_HALAL,3.7,"Johor Bahru",2024-Q2,7,943.34,134.76
"Tokyo Bento Lane","Japanese Bento",NON_HALAL,3.7,"Johor Bahru",2024-Q3,8,962.94,120.37
"Tokyo Bento Lane","Japanese Bento",NON_HALAL,3.7,"Johor Bahru",2024-Q4,7,1021.92,145.99
"Tokyo Bento Lane","Japanese Bento",NON_HALAL,3.7,"Johor Bahru",2025-Q1,8,1079.1,134.89
"Tokyo Bento Lane","Japanese Bento",NON_HALAL,3.7,"Johor Bahru",2025-Q2,7,503.88,71.98
"Tokyo Bento Lane","Japanese Bento",NON_HALAL,3.7,"Johor Bahru",2025-Q3,8,956.92,119.62
"Tokyo Bento Lane","Japanese Bento",NON_HALAL,3.7,"Johor Bahru",2025-Q4,8,846.06,105.76
"Tokyo Bento Lane","Japanese Bento",NON_HALAL,3.7,"Johor Bahru",2026-Q1,8,901.85,112.73
"Tokyo Bento Lane","Japanese Bento",NON_HALAL,3.7,"Johor Bahru",2026-Q2,11,1449.47,131.77
"Tokyo Bento Lane","Japanese Bento",NON_HALAL,3.7,"Johor Bahru",2026-Q3,1,175.5,175.5
"Urban Charcoal Grill","Western Grill",HALAL,3.8,"Petaling Jaya",2016-Q4,1,137.94,137.94
"Urban Charcoal Grill","Western Grill",HALAL,3.8,"Petaling Jaya",2017-Q2,1,85.68,85.68
"Urban Charcoal Grill","Western Grill",HALAL,3.8,"Petaling Jaya",2017-Q3,1,93.12,93.12
"Urban Charcoal Grill","Western Grill",HALAL,3.8,"Petaling Jaya",2017-Q4,5,464.19,92.84
"Urban Charcoal Grill","Western Grill",HALAL,3.8,"Petaling Jaya",2018-Q1,1,116.52,116.52
"Urban Charcoal Grill","Western Grill",HALAL,3.8,"Petaling Jaya",2018-Q2,1,90.69,90.69
"Urban Charcoal Grill","Western Grill",HALAL,3.8,"Petaling Jaya",2018-Q3,1,90.19,90.19
"Urban Charcoal Grill","Western Grill",HALAL,3.8,"Petaling Jaya",2018-Q4,6,591.44,98.57
"Urban Charcoal Grill","Western Grill",HALAL,3.8,"Petaling Jaya",2019-Q1,1,90.19,90.19
"Urban Charcoal Grill","Western Grill",HALAL,3.8,"Petaling Jaya",2019-Q2,2,197.74,98.87
"Urban Charcoal Grill","Western Grill",HALAL,3.8,"Petaling Jaya",2019-Q3,5,465.56,93.11
"Urban Charcoal Grill","Western Grill",HALAL,3.8,"Petaling Jaya",2019-Q4,1,90.69,90.69
"Urban Charcoal Grill","Western Grill",HALAL,3.8,"Petaling Jaya",2020-Q1,7,635.43,90.78
"Urban Charcoal Grill","Western Grill",HALAL,3.8,"Petaling Jaya",2020-Q2,2,167.61,83.81
"Urban Charcoal Grill","Western Grill",HALAL,3.8,"Petaling Jaya",2020-Q3,6,662.23,110.37
"Urban Charcoal Grill","Western Grill",HALAL,3.8,"Petaling Jaya",2020-Q4,2,201.92,100.96
"Urban Charcoal Grill","Western Grill",HALAL,3.8,"Petaling Jaya",2021-Q1,6,538.6,89.77
"Urban Charcoal Grill","Western Grill",HALAL,3.8,"Petaling Jaya",2021-Q2,3,273.98,91.33
"Urban Charcoal Grill","Western Grill",HALAL,3.8,"Petaling Jaya",2021-Q3,6,640.23,106.71
"Urban Charcoal Grill","Western Grill",HALAL,3.8,"Petaling Jaya",2021-Q4,7,705.83,100.83
"Urban Charcoal Grill","Western Grill",HALAL,3.8,"Petaling Jaya",2022-Q1,3,266.16,88.72
"Urban Charcoal Grill","Western Grill",HALAL,3.8,"Petaling Jaya",2022-Q2,6,555.52,92.59
"Urban Charcoal Grill","Western Grill",HALAL,3.8,"Petaling Jaya",2022-Q3,8,812.88,101.61
"Urban Charcoal Grill","Western Grill",HALAL,3.8,"Petaling Jaya",2022-Q4,7,675.48,96.5
"Urban Charcoal Grill","Western Grill",HALAL,3.8,"Petaling Jaya",2023-Q1,3,379.38,126.46
"Urban Charcoal Grill","Western Grill",HALAL,3.8,"Petaling Jaya",2023-Q2,7,866.36,123.77
"Urban Charcoal Grill","Western Grill",HALAL,3.8,"Petaling Jaya",2023-Q3,8,1024.37,128.05
"Urban Charcoal Grill","Western Grill",HALAL,3.8,"Petaling Jaya",2023-Q4,8,840.93,105.12
"Urban Charcoal Grill","Western Grill",HALAL,3.8,"Petaling Jaya",2024-Q1,7,732.19,104.6
"Urban Charcoal Grill","Western Grill",HALAL,3.8,"Petaling Jaya",2024-Q2,8,1224.69,153.09
"Urban Charcoal Grill","Western Grill",HALAL,3.8,"Petaling Jaya",2024-Q3,8,875.57,109.45
"Urban Charcoal Grill","Western Grill",HALAL,3.8,"Petaling Jaya",2024-Q4,8,1023.69,127.96
"Urban Charcoal Grill","Western Grill",HALAL,3.8,"Petaling Jaya",2025-Q1,8,818.84,102.36
"Urban Charcoal Grill","Western Grill",HALAL,3.8,"Petaling Jaya",2025-Q2,9,1015,112.78
"Urban Charcoal Grill","Western Grill",HALAL,3.8,"Petaling Jaya",2025-Q3,7,1065.98,152.28
"Urban Charcoal Grill","Western Grill",HALAL,3.8,"Petaling Jaya",2025-Q4,10,1104.26,110.43
"Urban Charcoal Grill","Western Grill",HALAL,3.8,"Petaling Jaya",2026-Q1,9,1009.13,112.13
"Urban Charcoal Grill","Western Grill",HALAL,3.8,"Petaling Jaya",2026-Q2,7,815.35,116.48
"Urban Charcoal Grill","Western Grill",HALAL,3.8,"Petaling Jaya",2026-Q3,6,658.97,109.83
"Warisan Nasi Kukus","Malay Cuisine",HALAL,4.3,"Cyberjaya",2016-Q1,5,749.53,149.91
"Warisan Nasi Kukus","Malay Cuisine",HALAL,4.3,"Cyberjaya",2017-Q1,1,127.1,127.1
"Warisan Nasi Kukus","Malay Cuisine",HALAL,4.3,"Cyberjaya",2017-Q2,1,101.7,101.7
"Warisan Nasi Kukus","Malay Cuisine",HALAL,4.3,"Cyberjaya",2017-Q3,1,101.3,101.3
"Warisan Nasi Kukus","Malay Cuisine",HALAL,4.3,"Cyberjaya",2018-Q1,6,663.75,110.63
"Warisan Nasi Kukus","Malay Cuisine",HALAL,4.3,"Cyberjaya",2018-Q2,1,127.4,127.4
"Warisan Nasi Kukus","Malay Cuisine",HALAL,4.3,"Cyberjaya",2018-Q3,1,101,101
"Warisan Nasi Kukus","Malay Cuisine",HALAL,4.3,"Cyberjaya",2018-Q4,5,619.64,123.93
"Warisan Nasi Kukus","Malay Cuisine",HALAL,4.3,"Cyberjaya",2019-Q1,2,228.4,114.2
"Warisan Nasi Kukus","Malay Cuisine",HALAL,4.3,"Cyberjaya",2019-Q2,2,240.1,120.05
"Warisan Nasi Kukus","Malay Cuisine",HALAL,4.3,"Cyberjaya",2019-Q3,6,661.93,110.32
"Warisan Nasi Kukus","Malay Cuisine",HALAL,4.3,"Cyberjaya",2019-Q4,1,127.4,127.4
"Warisan Nasi Kukus","Malay Cuisine",HALAL,4.3,"Cyberjaya",2020-Q1,6,695.97,116
"Warisan Nasi Kukus","Malay Cuisine",HALAL,4.3,"Cyberjaya",2020-Q2,3,358.5,119.5
"Warisan Nasi Kukus","Malay Cuisine",HALAL,4.3,"Cyberjaya",2020-Q3,6,682.89,113.82
"Warisan Nasi Kukus","Malay Cuisine",HALAL,4.3,"Cyberjaya",2020-Q4,2,211.4,105.7
"Warisan Nasi Kukus","Malay Cuisine",HALAL,4.3,"Cyberjaya",2021-Q1,7,814.44,116.35
"Warisan Nasi Kukus","Malay Cuisine",HALAL,4.3,"Cyberjaya",2021-Q2,2,202.7,101.35
"Warisan Nasi Kukus","Malay Cuisine",HALAL,4.3,"Cyberjaya",2021-Q3,7,857.51,122.5
"Warisan Nasi Kukus","Malay Cuisine",HALAL,4.3,"Cyberjaya",2021-Q4,7,788.15,112.59
"Warisan Nasi Kukus","Malay Cuisine",HALAL,4.3,"Cyberjaya",2022-Q1,3,349.5,116.5
"Warisan Nasi Kukus","Malay Cuisine",HALAL,4.3,"Cyberjaya",2022-Q2,7,782.53,111.79
"Warisan Nasi Kukus","Malay Cuisine",HALAL,4.3,"Cyberjaya",2022-Q3,8,912.43,114.05
"Warisan Nasi Kukus","Malay Cuisine",HALAL,4.3,"Cyberjaya",2022-Q4,7,808.84,115.55
