
Session altered.

pv_quarter,item_category,meal_tier,deal_flag,item_type,qty_sold,revenue,avg_unit_price
"Leaf Tandoori Chicken Set",Seafood Specials,PREMIUM,REGULAR,FOOD,303,5696.4,18.8,2,3
"Kampung Ayam Penyet Sambal Hijau",Seafood Specials,PREMIUM,REGULAR,FOOD,283,5320.4,18.8,3,3
"Tokyo Ebi Tempura Set",Seafood Specials,PREMIUM,REGULAR,FOOD,241,5012.8,20.8,4,1
"Mori Ebi Tempura Set",Seafood Specials,PREMIUM,REGULAR,FOOD,214,4793.6,22.4,5,1
"Basil Green Curry Seafood",Seafood Specials,PREMIUM,REGULAR,FOOD,237,4645.2,19.6,6,2
"Spice Tandoori Chicken Set",Seafood Specials,PREMIUM,REGULAR,FOOD,187,3814.8,20.4,7,1
"Warisan Ayam Penyet Sambal Hijau",Seafood Specials,PREMIUM,REGULAR,FOOD,187,3814.8,20.4,7,1
"Smoke Fish and Chips",Seafood Specials,PREMIUM,REGULAR,FOOD,171,3522.6,20.6,9,1
"Kimchi Yangnyeom Chicken",Seafood Specials,PREMIUM,REGULAR,FOOD,158,3412.8,21.6,10,1
"DimSum Salted Egg Fish Fillet",Seafood Specials,PREMIUM,REGULAR,FOOD,186,3348,18,11,3
"Gelato Tiramisu Dessert Jar",Seafood Specials,PREMIUM,REGULAR,FOOD,169,3143.4,18.6,12,3
"Siam Green Curry Seafood",Seafood Specials,PREMIUM,REGULAR,FOOD,144,2592,18,13,4
"Wok Yee Mee Soup",Seafood Specials,PREMIUM,REGULAR,FOOD,131,2541.4,19.4,14,2
"Basil Thai Basil Beef",Seafood Specials,PREMIUM,REGULAR,FOOD,131,2541.4,19.4,14,2
"Spice Prawn Masala Bowl",Seafood Specials,PREMIUM,REGULAR,FOOD,149,2533,17,16,4
"Kimchi Dakgalbi Rice Set",Seafood Specials,PREMIUM,REGULAR,FOOD,114,2439.6,21.4,17,1
"Urban Fish and Chips",Seafood Specials,PREMIUM,REGULAR,FOOD,123,2337,19,18,2
"Quick Popcorn Chicken Bucket",Seafood Specials,PREMIUM,REGULAR,FOOD,120,2328,19.4,19,2
"Warisan Set Ikan Bakar Cili",Seafood Specials,PREMIUM,REGULAR,FOOD,109,1853,17,20,4
"DimSum Yee Mee Soup",Seafood Specials,PREMIUM,REGULAR,FOOD,96,1708.8,17.8,21,4
"Seoul Yangnyeom Chicken",Seafood Specials,PREMIUM,REGULAR,FOOD,85,1700,20,22,2
"Mori Mentai Chicken Rice",Seafood Specials,PREMIUM,REGULAR,FOOD,83,1577,19,23,3
"Sweet Tiramisu Dessert Jar",Seafood Specials,PREMIUM,REGULAR,FOOD,64,1088,17,24,4
"Leaf Prawn Masala Bowl",Seafood Specials,PREMIUM,REGULAR,FOOD,58,1078.8,18.6,25,3
"Kampung Set Ikan Bakar Cili",Seafood Specials,PREMIUM,REGULAR,FOOD,40,744,18.6,26,3
"Tokyo Mentai Chicken Rice",Seafood Specials,PREMIUM,REGULAR,FOOD,35,721,20.6,27,1
"Seoul Dakgalbi Rice Set",Seafood Specials,PREMIUM,REGULAR,FOOD,34,673.2,19.8,28,2
"Siam Thai Basil Beef",Seafood Specials,PREMIUM,REGULAR,FOOD,32,569.6,17.8,29,4
"Sprint Popcorn Chicken Bucket",Seafood Specials,PREMIUM,REGULAR,FOOD,23,409.4,17.8,30,4
"Kampung Nasi Lemak Rendang Daging",Signature Rice,PREMIUM,ON DEAL,FOOD,297,5167.8,17.4,1,1
"Mori Salmon Teriyaki Bento",Signature Rice,PREMIUM,ON DEAL,FOOD,269,4788.2,17.8,2,1
"Tokyo Salmon Teriyaki Bento",Signature Rice,PREMIUM,ON DEAL,FOOD,237,4597.8,19.4,3,1
"Quick Double Beef Burger",Signature Rice,PREMIUM,ON DEAL,FOOD,283,4245,15,4,3
"Tarik Chicken Slice Croissant",Signature Rice,PREMIUM,ON DEAL,FOOD,244,4001.6,16.4,5,2
"Spice Banana Leaf Chicken Curry",Signature Rice,BUDGET,ON DEAL,FOOD,301,3913,13,6,4
"Sprint Double Beef Burger",Signature Rice,PREMIUM,ON DEAL,FOOD,226,3751.6,16.6,7,1
"Kimchi Bibimbap Bulgogi Bowl",Signature Rice,BUDGET,ON DEAL,FOOD,179,3114.6,17.4,8,1
"Kimchi Kimchi Fried Rice",Signature Rice,PREMIUM,ON DEAL,FOOD,174,2958,17,9,1
"Leaf Mutton Varuval Rice",Signature Rice,PREMIUM,ON DEAL,FOOD,169,2940.6,17.4,10,1
"Warisan Nasi Lemak Rendang Daging",Signature Rice,PREMIUM,ON DEAL,FOOD,181,2859.8,15.8,11,2
"Quick Crispy Chicken Burger",Signature Rice,BUDGET,ON DEAL,FOOD,176,2710.4,15.4,12,2
"Boba Chicken Slice Croissant",Signature Rice,PREMIUM,ON DEAL,FOOD,175,2590,14.8,13,3
"Gelato Burnt Cheesecake Slice",Signature Rice,PREMIUM,ON DEAL,FOOD,160,2240,14,14,3
"Gelato Belgian Waffle Stack",Signature Rice,BUDGET,ON DEAL,FOOD,153,2203.2,14.4,15,3
"Wok Cantonese Kuey Teow",Signature Rice,BUDGET,ON DEAL,FOOD,140,2156,15.4,16,2
"Seoul Kimchi Fried Rice",Signature Rice,PREMIUM,ON DEAL,FOOD,115,2139,18.6,17,1
"Urban Grilled Chicken Chop",Signature Rice,BUDGET,ON DEAL,FOOD,131,1965,15,18,3
"Basil Tom Yum Fried Rice",Signature Rice,BUDGET,ON DEAL,FOOD,127,1955.8,15.4,19,2
"Tokyo Chicken Katsu Don",Signature Rice,BUDGET,ON DEAL,FOOD,115,1909,16.6,20,1
"Smoke Grilled Chicken Chop",Signature Rice,BUDGET,ON DEAL,FOOD,111,1842.6,16.6,21,2
"Warisan Nasi Kukus Ayam Berempah",Signature Rice,BUDGET,ON DEAL,FOOD,141,1833,13,22,4
"Boba Butter Kaya Toast",Signature Rice,BUDGET,ON DEAL,FOOD,146,1752,12,23,4
"Leaf Banana Leaf Chicken Curry",Signature Rice,BUDGET,ON DEAL,FOOD,106,1547.6,14.6,24,3
"Mori Chicken Katsu Don",Signature Rice,BUDGET,ON DEAL,FOOD,96,1440,15,25,3
"Spice Mutton Varuval Rice",Signature Rice,PREMIUM,ON DEAL,FOOD,82,1295.6,15.8,26,2
"Siam Tom Yum Fried Rice",Signature Rice,BUDGET,ON DEAL,FOOD,64,883.2,13.8,27,4
"Sweet Burnt Cheesecake Slice",Signature Rice,PREMIUM,ON DEAL,FOOD,56,873.6,15.6,28,2
"Kampung Nasi Kukus Ayam Berempah",Signature Rice,BUDGET,ON DEAL,FOOD,50,730,14.6,29,3
"Sweet Belgian Waffle Stack",Signature Rice,BUDGET,ON DEAL,FOOD,56,716.8,12.8,30,4
"Tarik Butter Kaya Toast",Signature Rice,BUDGET,ON DEAL,FOOD,44,598.4,13.6,31,4
"Sprint Crispy Chicken Burger",Signature Rice,BUDGET,ON DEAL,FOOD,40,552,13.8,32,4
"Seoul Bibimbap Bulgogi Bowl",Signature Rice,BUDGET,ON DEAL,FOOD,33,521.4,15.8,33,2
"DimSum Cantonese Kuey Teow",Signature Rice,BUDGET,ON DEAL,FOOD,24,331.2,13.8,34,4
"Tokyo Tamago Sando",Snacks and Sides,BUDGET,REGULAR,FOOD,288,3859.2,13.4,1,1
"Smoke Loaded Potato Wedges",Snacks and Sides,BUDGET,REGULAR,FOOD,208,2787.2,13.4,2,1
"Wok Dim Sum Basket",Snacks and Sides,BUDGET,REGULAR,FOOD,295,2655,9,3,3
"Leaf Roti Canai Double",Snacks and Sides,BUDGET,REGULAR,FOOD,225,2565,11.4,4,1
"Kimchi Tteokbokki Box",Snacks and Sides,BUDGET,REGULAR,FOOD,231,2541,11,5,2
"Urban Loaded Potato Wedges",Snacks and Sides,BUDGET,REGULAR,FOOD,212,2501.6,11.8,6,1
"Quick Mayo Shrimp Roll",Snacks and Sides,BUDGET,REGULAR,FOOD,266,2394,9,7,3
"Basil Mango Sticky Rice Cup",Snacks and Sides,BUDGET,REGULAR,FOOD,211,1899,9,8,4
"Warisan Soto Ayam Special",Snacks and Sides,BUDGET,REGULAR,FOOD,191,1871.8,9.8,9,3
"Sprint Mayo Shrimp Roll",Snacks and Sides,BUDGET,REGULAR,FOOD,149,1579.4,10.6,10,2
"Mori Takoyaki Tray",Snacks and Sides,BUDGET,REGULAR,FOOD,149,1579.4,10.6,10,2
"Spice Vadai Snack Plate",Snacks and Sides,BUDGET,REGULAR,FOOD,174,1496.4,8.6,12,4
"Quick Curly Fries Snack",Snacks and Sides,BUDGET,REGULAR,FOOD,191,1489.8,7.8,13,4
"Mori Tamago Sando",Snacks and Sides,BUDGET,REGULAR,FOOD,119,1404.2,11.8,14,1
"Kimchi Seaweed Fries",Snacks and Sides,BUDGET,REGULAR,FOOD,136,1332.8,9.8,15,2
"Kampung Soto Ayam Special",Snacks and Sides,BUDGET,REGULAR,FOOD,112,1276.8,11.4,16,1
"Wok Spring Roll Bites",Snacks and Sides,BUDGET,REGULAR,FOOD,160,1248,7.8,17,4
"Smoke Chicken Caesar Wrap",Snacks and Sides,BUDGET,REGULAR,FOOD,136,1224,9,18,3
"Siam Mango Sticky Rice Cup",Snacks and Sides,BUDGET,REGULAR,FOOD,114,1208.4,10.6,19,2
"Urban Chicken Caesar Wrap",Snacks and Sides,BUDGET,REGULAR,FOOD,114,1208.4,10.6,19,2
"Warisan Keropok Lekor Cup",Snacks and Sides,BUDGET,REGULAR,FOOD,139,1195.4,8.6,21,4
"Basil Thai Fish Cake",Snacks and Sides,BUDGET,REGULAR,FOOD,144,1123.2,7.8,22,4
"Seoul Tteokbokki Box",Snacks and Sides,BUDGET,REGULAR,FOOD,89,1121.4,12.6,23,1
"Tokyo Takoyaki Tray",Snacks and Sides,BUDGET,REGULAR,FOOD,122,1098,9,24,3
"Sprint Curly Fries Snack",Snacks and Sides,BUDGET,REGULAR,FOOD,96,902.4,9.4,25,3
"Siam Thai Fish Cake",Snacks and Sides,BUDGET,REGULAR,FOOD,92,864.8,9.4,26,3
"DimSum Spring Roll Bites",Snacks and Sides,BUDGET,REGULAR,FOOD,89,836.6,9.4,27,3
"Kampung Keropok Lekor Cup",Snacks and Sides,BUDGET,REGULAR,FOOD,114,798,7,28,4
"Spice Roti Canai Double",Snacks and Sides,BUDGET,REGULAR,FOOD,81,793.8,9.8,29,2
"Seoul Seaweed Fries",Snacks and Sides,BUDGET,REGULAR,FOOD,64,729.6,11.4,30,1
"DimSum Dim Sum Basket",Snacks and Sides,BUDGET,REGULAR,FOOD,62,657.2,10.6,31,2
"Leaf Vadai Snack Plate",Snacks and Sides,BUDGET,REGULAR,FOOD,58,406,7,32,4
pv_quarter,voucher_type,day_flag,order_count,discount_given,gross_revenue,roi_multiple
2016-Q1,FIXED,REGULAR,4,13,651.7,50.13
2016-Q1,PERCENT,REGULAR,2,29.4,185.2,6.3
2016-Q2,FIXED,REGULAR,4,13,516.3,39.72
2016-Q2,FREE_DELIVERY,REGULAR,2,7.8,143,18.33
2016-Q2,PERCENT,REGULAR,2,13.02,347.98,26.73
2016-Q3,FIXED,REGULAR,6,13,619.3,47.64
2016-Q3,FREE_DELIVERY,REGULAR,2,16.1,255.2,15.85
2016-Q3,PERCENT,REGULAR,2,23.74,185.66,7.82
2016-Q4,FIXED,REGULAR,8,16,675.1,42.19
2016-Q4,FREE_DELIVERY,REGULAR,3,16.9,325.7,19.27
2016-Q4,PERCENT,REGULAR,4,57.82,502.88,8.7
2017-Q1,FIXED,REGULAR,16,26,1750.3,67.32
2017-Q1,FREE_DELIVERY,REGULAR,3,16.3,306.5,18.8
2017-Q1,PERCENT,REGULAR,3,57.7,393.5,6.82
2017-Q2,FIXED,REGULAR,14,37,1514.8,40.94
2017-Q2,FREE_DELIVERY,REGULAR,4,25,359.9,14.4
2017-Q2,PERCENT,REGULAR,7,86.62,721.68,8.33
2017-Q3,FIXED,REGULAR,18,65,1944.1,29.91
2017-Q3,FREE_DELIVERY,REGULAR,5,23.1,450.4,19.5
2017-Q3,PERCENT,REGULAR,5,96.29,651.71,6.77
2017-Q4,FIXED,REGULAR,22,52,2408.5,46.32
2017-Q4,FREE_DELIVERY,REGULAR,3,16.4,343.7,20.96
2017-Q4,PERCENT,REGULAR,7,96.14,765.16,7.96
2018-Q1,FIXED,REGULAR,24,60,2678.5,44.64
2018-Q1,FREE_DELIVERY,REGULAR,8,50.7,881.8,17.39
2018-Q1,PERCENT,REGULAR,8,110.69,791.51,7.15
2018-Q2,FIXED,REGULAR,28,71,3282.3,46.23
2018-Q2,FREE_DELIVERY,REGULAR,4,23.2,401.8,17.32
2018-Q2,PERCENT,REGULAR,9,109.53,800.37,7.31
2018-Q3,FIXED,REGULAR,28,86,3121.5,36.3
2018-Q3,FREE_DELIVERY,REGULAR,9,40.4,763.6,18.9
2018-Q3,PERCENT,REGULAR,11,168.65,1178.05,6.99
2018-Q4,FIXED,REGULAR,34,73,3784,51.84
2018-Q4,FREE_DELIVERY,REGULAR,6,14.9,610,40.94
2018-Q4,PERCENT,REGULAR,12,174.88,1355.02,7.75
2019-Q1,FIXED,REGULAR,35,81,3954.9,48.83
2019-Q1,FREE_DELIVERY,REGULAR,11,64.1,1331.3,20.77
2019-Q1,PERCENT,REGULAR,11,138.52,961.48,6.94
2019-Q2,FIXED,REGULAR,34,120,3623.2,30.19
2019-Q2,FREE_DELIVERY,REGULAR,10,64.3,1053.5,16.38
2019-Q2,PERCENT,REGULAR,14,212.76,1710.54,8.04
2019-Q3,FIXED,REGULAR,44,91,4958.4,54.49
2019-Q3,FREE_DELIVERY,REGULAR,11,48.7,1215.1,24.95
2019-Q3,PERCENT,REGULAR,14,156.7,1362,8.69
2019-Q4,FIXED,REGULAR,42,120,4447.8,37.07
2019-Q4,FREE_DELIVERY,REGULAR,9,31.4,858.2,27.33
2019-Q4,PERCENT,REGULAR,15,188.01,1778.19,9.46
2020-Q1,FIXED,REGULAR,48,123,5394.8,43.86
2020-Q1,FREE_DELIVERY,REGULAR,11,55.3,1207.8,21.84
2020-Q1,PERCENT,REGULAR,20,299.45,2315.25,7.73
2020-Q2,FIXED,REGULAR,48,128,5335.6,41.68
2020-Q2,FREE_DELIVERY,REGULAR,13,78,1364.9,17.5
2020-Q2,PERCENT,REGULAR,14,177.78,1308.82,7.36
2020-Q3,FIXED,REGULAR,54,130,6323.6,48.64
2020-Q3,FREE_DELIVERY,REGULAR,13,62.3,1222.4,19.62
2020-Q3,PERCENT,REGULAR,19,214.13,1823.77,8.52
2020-Q4,FIXED,REGULAR,53,130,5702.7,43.87
2020-Q4,FREE_DELIVERY,REGULAR,13,71.7,1558.9,21.74
2020-Q4,PERCENT,REGULAR,21,323.05,2353.75,7.29
2021-Q1,FIXED,REGULAR,56,168,5876.3,34.98
2021-Q1,FREE_DELIVERY,REGULAR,13,63.4,1237,19.51
2021-Q1,PERCENT,REGULAR,20,326.7,2217.6,6.79
2021-Q2,FIXED,REGULAR,61,162,7018.9,43.33
2021-Q2,FREE_DELIVERY,REGULAR,16,71.3,1580.4,22.17
2021-Q2,PERCENT,REGULAR,20,250.6,2115.3,8.44
2021-Q3,FIXED,REGULAR,65,151,7482.7,49.55
2021-Q3,FREE_DELIVERY,REGULAR,15,71.7,1513.5,21.11
2021-Q3,PERCENT,REGULAR,21,311.94,2271.66,7.28
2021-Q4,FIXED,REGULAR,63,159,7442.1,46.81
2021-Q4,FREE_DELIVERY,REGULAR,18,97.2,1751.7,18.02
2021-Q4,PERCENT,REGULAR,26,337.78,2570.82,7.61
2022-Q1,FIXED,REGULAR,68,172,8025.9,46.66
2022-Q1,FREE_DELIVERY,REGULAR,17,73.4,1538.2,20.96
2022-Q1,PERCENT,REGULAR,25,357.86,2772.54,7.75
2022-Q2,FIXED,REGULAR,74,183,8020.8,43.83
2022-Q2,FREE_DELIVERY,REGULAR,16,93.9,1773.9,18.89
2022-Q2,PERCENT,REGULAR,24,349.36,2652.44,7.59
2022-Q3,FIXED,REGULAR,72,196,8613,43.94
2022-Q3,FREE_DELIVERY,REGULAR,19,78.7,1948.9,24.76
2022-Q3,PERCENT,REGULAR,28,405.22,2915.58,7.2
2022-Q4,FIXED,REGULAR,79,177,9226.5,52.13
2022-Q4,FREE_DELIVERY,REGULAR,18,89.2,1712.9,19.2
2022-Q4,PERCENT,REGULAR,29,400.79,3108.11,7.75
2023-Q1,FIXED,REGULAR,77,222,8453.9,38.08
2023-Q1,FREE_DELIVERY,REGULAR,20,106.5,2481.8,23.3
2023-Q1,PERCENT,REGULAR,26,290.27,2284.03,7.87
2023-Q2,FIXED,REGULAR,81,201,9273,46.13
2023-Q2,FREE_DELIVERY,REGULAR,23,95.3,2328.1,24.43
2023-Q2,PERCENT,REGULAR,30,460.84,3220.36,6.99
2023-Q3,FIXED,REGULAR,88,217,9720.8,44.8
2023-Q3,FREE_DELIVERY,REGULAR,19,108.8,1935,17.78
2023-Q3,PERCENT,REGULAR,30,391.19,3182.91,8.14
2023-Q4,FIXED,REGULAR,90,237,10631.3,44.86
2023-Q4,FREE_DELIVERY,REGULAR,21,103.8,2010.5,19.37
2023-Q4,PERCENT,REGULAR,32,415.31,2991.19,7.2
2024-Q1,FIXED,REGULAR,91,256,9991.8,39.03
2024-Q1,FREE_DELIVERY,REGULAR,22,136.5,2653.3,19.44
2024-Q1,PERCENT,REGULAR,34,442.97,3565.23,8.05
2024-Q2,FIXED,REGULAR,92,238,10496,44.1
2024-Q2,FREE_DELIVERY,REGULAR,23,138.3,2261.3,16.35
2024-Q2,PERCENT,REGULAR,35,533.08,3944.12,7.4
2024-Q3,FIXED,REGULAR,100,266,10985.8,41.3
2024-Q3,FREE_DELIVERY,REGULAR,23,111.4,2454.2,22.03
2024-Q3,PERCENT,REGULAR,32,419.9,2945,7.01
2024-Q4,FIXED,REGULAR,98,254,10653,41.94
2024-Q4,FREE_DELIVERY,REGULAR,26,127.6,3081.7,24.15
2024-Q4,PERCENT,REGULAR,36,567.28,4019.82,7.09
2025-Q1,FIXED,REGULAR,104,266,12342.5,46.4
2025-Q1,FREE_DELIVERY,REGULAR,24,119.3,2423.8,20.32
2025-Q1,PERCENT,REGULAR,36,470.75,3695.75,7.85
2025-Q2,FIXED,REGULAR,105,253,11659.9,46.09
2025-Q2,FREE_DELIVERY,REGULAR,27,152.8,2555.8,16.73
2025-Q2,PERCENT,REGULAR,38,471.49,3482.91,7.39
2025-Q3,FIXED,REGULAR,108,311,11090.1,35.66
2025-Q3,FREE_DELIVERY,REGULAR,25,128.8,2966.9,23.03
2025-Q3,PERCENT,REGULAR,38,487.21,3646.79,7.49
2025-Q4,FIXED,REGULAR,113,295,13042.1,44.21
2025-Q4,FREE_DELIVERY,REGULAR,29,156.7,2925.9,18.67
2025-Q4,PERCENT,REGULAR,38,497.47,3583.43,7.2
2026-Q1,FIXED,REGULAR,109,298,12388.8,41.57
2026-Q1,FREE_DELIVERY,REGULAR,28,167.2,3190.4,19.08
2026-Q1,PERCENT,REGULAR,40,536.66,3970.74,7.4
2026-Q2,FIXED,REGULAR,117,305,12103.8,39.68
2026-Q2,FREE_DELIVERY,REGULAR,29,147.3,3204.1,21.75
2026-Q2,PERCENT,REGULAR,42,571.45,4218.35,7.38
2026-Q3,FIXED,REGULAR,22,42,2221.2,52.89
2026-Q3,FREE_DELIVERY,REGULAR,4,24.5,462.1,18.86
2026-Q3,PERCENT,REGULAR,8,94.22,729.28,7.74
voucher_type,order_count,discount_given,gross_revenue,roi_multiple,roi_rank
FIXED,2497,6477,279447.6,43.14,1
FREE_DELIVERY,615,3190.2,64645.1,20.26,2
PERCENT,888,12125.22,91596.48,7.55,3
pv_quarter,company_name,day_flag,order_count,fee_revenue,avg_fee
2016-Q1,EasyDrop Hub,WEEKDAY,2,18,9
2016-Q1,FlashRider MY,WEEKDAY,3,24.6,8.2
2016-Q1,PandaMove Express,WEEKDAY,1,9.7,9.7
2016-Q2,EasyDrop Hub,WEEKDAY,1,7.4,7.4
2016-Q2,EasyDrop Hub,WEEKEND,1,9.6,9.6
2016-Q2,FlashRider MY,WEEKDAY,1,7.8,7.8
2016-Q2,LajuFood Rider,WEEKDAY,1,7.6,7.6
2016-Q2,Maju Dispatch,WEEKDAY,2,17.8,8.9
2016-Q2,N/A - Pickup Order,WEEKEND,1,0,0
2016-Q2,TapauRunner,WEEKDAY,1,8.1,8.1
2016-Q3,EasyDrop Hub,WEEKDAY,2,16.2,8.1
2016-Q3,FlashRider MY,WEEKDAY,2,14.6,7.3
2016-Q3,LajuFood Rider,WEEKDAY,1,7.6,7.6
2016-Q3,LajuFood Rider,WEEKEND,2,13.2,6.6
2016-Q3,Maju Dispatch,WEEKDAY,2,16.6,8.3
2016-Q3,N/A - Pickup Order,WEEKDAY,1,0,0
2016-Q4,EasyDrop Hub,WEEKDAY,2,16.8,8.4
2016-Q4,EasyDrop Hub,WEEKEND,1,7.4,7.4
2016-Q4,FlashRider MY,WEEKDAY,1,6.8,6.8
2016-Q4,FlashRider MY,WEEKEND,1,7.8,7.8
2016-Q4,GoSend City,WEEKEND,2,19.4,9.7
2016-Q4,LajuFood Rider,WEEKDAY,2,14.2,7.1
2016-Q4,N/A - Pickup Order,WEEKDAY,4,0,0
2016-Q4,N/A - Pickup Order,WEEKEND,2,0,0
2017-Q1,FlashRider MY,WEEKEND,1,5.8,5.8
2017-Q1,GoSend City,WEEKDAY,2,18.2,9.1
2017-Q1,GoSend City,WEEKEND,1,0,0
2017-Q1,LajuFood Rider,WEEKEND,1,7.6,7.6
2017-Q1,Maju Dispatch,WEEKEND,3,23.7,7.9
2017-Q1,N/A - Pickup Order,WEEKDAY,5,0,0
2017-Q1,PandaMove Express,WEEKDAY,1,9.7,9.7
2017-Q1,RotiRoad Express,WEEKDAY,3,24.2,8.07
2017-Q1,RotiRoad Express,WEEKEND,1,7.4,7.4
2017-Q1,SwiftDrop KL,WEEKEND,1,8.2,8.2
2017-Q1,TapauRunner,WEEKDAY,2,7.5,3.75
2017-Q1,TapauRunner,WEEKEND,1,8.1,8.1
2017-Q2,EasyDrop Hub,WEEKDAY,3,23.6,7.87
2017-Q2,EasyDrop Hub,WEEKEND,1,7.8,7.8
2017-Q2,FlashRider MY,WEEKDAY,1,7.2,7.2
2017-Q2,FlashRider MY,WEEKEND,1,8,8
2017-Q2,GoSend City,WEEKDAY,3,25.5,8.5
2017-Q2,LajuFood Rider,WEEKDAY,1,5.6,5.6
2017-Q2,Maju Dispatch,WEEKDAY,3,22.3,7.43
2017-Q2,Maju Dispatch,WEEKEND,2,13.4,6.7
2017-Q2,N/A - Pickup Order,WEEKDAY,2,0,0
2017-Q2,PandaMove Express,WEEKDAY,4,32.4,8.1
2017-Q2,RotiRoad Express,WEEKDAY,1,7,7
2017-Q2,RotiRoad Express,WEEKEND,1,9.2,9.2
2017-Q2,TapauRunner,WEEKDAY,2,15.4,7.7
2017-Q3,EasyDrop Hub,WEEKDAY,1,7.4,7.4
2017-Q3,FlashRider MY,WEEKDAY,1,7.2,7.2
2017-Q3,FlashRider MY,WEEKEND,1,6.8,6.8
2017-Q3,GoSend City,WEEKEND,1,8.1,8.1
2017-Q3,Halo Courier Eats,WEEKEND,3,26.1,8.7
2017-Q3,LajuFood Rider,WEEKDAY,3,17,5.67
2017-Q3,LajuFood Rider,WEEKEND,1,7.6,7.6
2017-Q3,Maju Dispatch,WEEKDAY,1,9.5,9.5
2017-Q3,Maju Dispatch,WEEKEND,1,7.7,7.7
2017-Q3,N/A - Pickup Order,WEEKDAY,4,0,0
2017-Q3,N/A - Pickup Order,WEEKEND,1,0,0
2017-Q3,PandaMove Express,WEEKDAY,5,38.1,7.62
2017-Q3,RotiRoad Express,WEEKDAY,2,16.6,8.3
2017-Q3,TapauRunner,WEEKDAY,3,22.7,7.57
2017-Q4,FlashRider MY,WEEKDAY,1,7.2,7.2
2017-Q4,FlashRider MY,WEEKEND,1,8.4,8.4
2017-Q4,GoSend City,WEEKDAY,8,62.3,7.79
2017-Q4,GoSend City,WEEKEND,1,0,0
2017-Q4,Halo Courier Eats,WEEKDAY,5,42.9,8.58
2017-Q4,LajuFood Rider,WEEKDAY,2,13.2,6.6
2017-Q4,LajuFood Rider,WEEKEND,2,16.4,8.2
2017-Q4,Maju Dispatch,WEEKDAY,1,5.7,5.7
2017-Q4,Maju Dispatch,WEEKEND,1,6.7,6.7
2017-Q4,N/A - Pickup Order,WEEKDAY,3,0,0
2017-Q4,N/A - Pickup Order,WEEKEND,3,0,0
2017-Q4,PandaMove Express,WEEKDAY,1,6.5,6.5
2017-Q4,TapauRunner,WEEKDAY,2,16.8,8.4
2017-Q4,TapauRunner,WEEKEND,1,7.1,7.1
2018-Q1,EasyDrop Hub,WEEKDAY,2,16.2,8.1
2018-Q1,FlashRider MY,WEEKDAY,10,68,6.8
2018-Q1,GoSend City,WEEKDAY,2,17,8.5
2018-Q1,GoSend City,WEEKEND,1,6.5,6.5
2018-Q1,LajuFood Rider,WEEKDAY,1,8.2,8.2
2018-Q1,Maju Dispatch,WEEKDAY,5,29.6,5.92
2018-Q1,Maju Dispatch,WEEKEND,3,24.9,8.3
2018-Q1,N/A - Pickup Order,WEEKDAY,2,0,0
2018-Q1,N/A - Pickup Order,WEEKEND,4,0,0
2018-Q1,PandaMove Express,WEEKDAY,4,34.2,8.55
2018-Q1,RotiRoad Express,WEEKDAY,2,12,6
2018-Q1,RotiRoad Express,WEEKEND,1,8,8
2018-Q1,SwiftDrop KL,WEEKDAY,1,8.2,8.2
2018-Q1,TapauRunner,WEEKDAY,2,16.2,8.1
2018-Q2,EasyDrop Hub,WEEKDAY,1,8.4,8.4
2018-Q2,FlashRider MY,WEEKDAY,4,19.2,4.8
2018-Q2,FlashRider MY,WEEKEND,2,15,7.5
2018-Q2,GoSend City,WEEKDAY,2,8.1,4.05
2018-Q2,GoSend City,WEEKEND,2,9.1,4.55
2018-Q2,Halo Courier Eats,WEEKDAY,4,34,8.5
2018-Q2,LajuFood Rider,WEEKDAY,3,23.4,7.8
2018-Q2,LajuFood Rider,WEEKEND,1,7.6,7.6
2018-Q2,Maju Dispatch,WEEKDAY,1,8.9,8.9
2018-Q2,N/A - Pickup Order,WEEKDAY,7,0,0
2018-Q2,N/A - Pickup Order,WEEKEND,2,0,0
2018-Q2,PandaMove Express,WEEKDAY,4,30.8,7.7
2018-Q2,PandaMove Express,WEEKEND,1,0,0
2018-Q2,SwiftDrop KL,WEEKDAY,3,17.6,5.87
2018-Q2,TapauRunner,WEEKDAY,4,25.5,6.38
2018-Q3,EasyDrop Hub,WEEKDAY,4,29,7.25
2018-Q3,EasyDrop Hub,WEEKEND,1,9,9
2018-Q3,FlashRider MY,WEEKDAY,1,7.8,7.8
2018-Q3,FlashRider MY,WEEKEND,1,6.8,6.8
2018-Q3,GoSend City,WEEKDAY,2,18.2,9.1
2018-Q3,Halo Courier Eats,WEEKDAY,1,7.9,7.9
2018-Q3,Halo Courier Eats,WEEKEND,4,24.9,6.23
2018-Q3,LajuFood Rider,WEEKDAY,1,9.4,9.4
2018-Q3,LajuFood Rider,WEEKEND,2,16.4,8.2
2018-Q3,Maju Dispatch,WEEKDAY,4,27.4,6.85
2018-Q3,N/A - Pickup Order,WEEKDAY,7,0,0
2018-Q3,N/A - Pickup Order,WEEKEND,1,0,0
2018-Q3,PandaMove Express,WEEKDAY,5,34,6.8
2018-Q3,PandaMove Express,WEEKEND,1,6.5,6.5
2018-Q3,RotiRoad Express,WEEKDAY,1,7.4,7.4
2018-Q3,RotiRoad Express,WEEKEND,1,0,0
2018-Q3,SwiftDrop KL,WEEKDAY,9,59,6.56
2018-Q3,TapauRunner,WEEKDAY,1,7.5,7.5
2018-Q3,TapauRunner,WEEKEND,1,7.5,7.5
